#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2018-06-01 to 2018-08-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOTEL 641: Frostbite Bottom, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOLITE 768: Look Eyrie, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOLITE 1279: Nicks Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment             Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches              N/A           PRCPSA        Snow adjusted total preciptation                                                                   
# Snow Depth                          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2018-06-01 to 2018-08-31
#
# As of: Jul 30, 2021 8:35:13 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2018-08-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,54,0.30,0.30,0,0.0
2018-08-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,55,0.30,0.30,0,0.0
2018-08-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,53,1.40,1.40,0,0.0
2018-08-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,61,0.00,0.00,0,0.0
2018-08-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,51,0.60,0.60,0,0.0
2018-08-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,54,0.00,0.00,0,0.0
2018-08-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,0.00,0,0.0
2018-08-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,49,0.90,0.90,0,0.0
2018-08-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,52,0.00,0.00,0,0.0
2018-08-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,58,0.00,0.00,0,0.0
2018-08-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,60,0.00,0.00,0,0.0
2018-08-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,54,0.20,0.20,0,0.0
2018-08-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,56,0.00,0.00,0,0.0
2018-06-01,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,55,,,119,
2018-06-02,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,41,53,,,117,
2018-06-03,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,53,,,115,
2018-06-04,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,55,,,113,
2018-06-05,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,46,,,111,
2018-06-06,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,48,,,109,
2018-06-07,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,37,40,,,108,
2018-06-08,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,50,,,106,
2018-06-09,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,56,,,104,
2018-06-10,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,49,,,102,
2018-06-11,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,34,38,,,100,
2018-06-12,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,35,40,,,109,
2018-06-13,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,41,51,,,106,
2018-06-14,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,46,,,102,
2018-06-15,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,37,41,,,100,
2018-06-16,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,42,,,99,
2018-06-17,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,43,,,98,
2018-06-18,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,44,,,95,
2018-06-19,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,45,,,92,
2018-06-20,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,50,61,,,90,
2018-06-21,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,47,53,,,87,
2018-06-22,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,42,,,85,
2018-06-23,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,44,,,82,
2018-06-24,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,46,,,81,
2018-06-25,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,40,,,78,
2018-06-26,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,40,,,77,
2018-06-27,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,42,,,74,
2018-06-28,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,41,,,73,
2018-06-29,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,44,,,70,
2018-06-30,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,41,43,,,68,
2018-07-01,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,45,60,,,66,
2018-07-02,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,52,60,,,63,
2018-07-03,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,55,62,,,61,
2018-07-04,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,55,62,,,56,
2018-07-05,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,52,58,,,51,
2018-07-06,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,53,60,,,46,
2018-07-07,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,49,54,,,42,
2018-07-08,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,44,,,37,
2018-07-09,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,41,,,34,
2018-07-10,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,40,,,32,
2018-07-11,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,40,,,30,
2018-07-12,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,51,,,29,
2018-07-13,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,45,,,27,
2018-07-14,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,47,,,25,
2018-07-15,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,47,,,24,
2018-07-16,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,41,43,,,23,
2018-07-17,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,50,,,20,
2018-07-18,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,48,53,,,19,
2018-07-19,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,50,58,,,15,
2018-07-20,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,54,59,,,10,
2018-07-21,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,57,63,,,7,
2018-07-22,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,55,58,,,2,
2018-07-23,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,52,56,,,0,
2018-07-24,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,53,57,,,0,
2018-07-25,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,50,53,,,0,
2018-07-26,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,47,49,,,0,
2018-07-27,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,47,49,,,0,
2018-07-28,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,46,50,,,0,
2018-07-29,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,49,52,,,0,
2018-07-30,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,53,56,,,0,
2018-07-31,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,57,61,,,0,
2018-08-01,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,51,56,,,0,
2018-08-02,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,45,,,0,
2018-08-03,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,47,,,0,
2018-08-04,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,47,49,,,0,
2018-08-05,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,47,48,,,0,
2018-08-06,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,45,47,,,0,
2018-08-07,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,45,46,,,0,
2018-08-08,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,48,,,0,
2018-08-09,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,49,,,0,
2018-08-10,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,45,,,0,
2018-08-11,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,45,,,0,
2018-08-12,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,46,,,0,
2018-08-13,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,46,,,0,
2018-08-14,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,42,,,0,
2018-08-15,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,41,,,0,
2018-08-16,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,38,40,,,0,
2018-08-17,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,39,42,,,0,
2018-08-18,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,40,43,,,0,
2018-08-19,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,48,,,0,
2018-08-20,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,46,48,,,0,
2018-08-21,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,45,50,,,0,
2018-08-22,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,44,48,,,0,
2018-08-23,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,45,,,0,
2018-08-24,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,44,,,0,
2018-08-25,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,45,,,0,
2018-08-26,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,43,,,0,
2018-08-27,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,43,44,,,0,
2018-08-28,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,46,52,,,0,
2018-08-29,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,46,50,,,0,
2018-08-30,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,41,45,,,0,
2018-08-31,Nicks Valley,SNTLT,1279,61.16371,-145.64092,4280,42,48,,,0,
2018-06-01,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,54,0.10,0.10,0,
2018-06-02,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,61,0.00,0.00,0,
2018-06-03,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,63,0.30,0.30,0,
2018-06-04,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.00,0.00,0,
2018-06-05,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,65,0.00,0.00,0,
2018-06-06,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,64,0.00,0.00,0,
2018-06-07,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,62,0.10,0.10,0,
2018-06-08,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,50,62,0.00,0.00,0,
2018-06-09,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,49,59,0.00,0.00,0,
2018-06-10,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,42,49,0.20,0.20,0,
2018-06-11,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,39,47,0.00,0.00,0,
2018-06-12,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,41,48,0.00,0.00,0,
2018-06-13,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,54,0.00,0.00,0,
2018-06-14,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,46,54,0.00,0.00,0,
2018-06-15,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,43,52,0.00,0.00,0,
2018-06-16,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,47,56,0.10,0.10,0,
2018-06-17,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,50,59,0.20,0.20,0,
2018-06-18,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,63,0.00,0.00,0,
2018-06-19,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,60,0.00,0.00,0,
2018-06-20,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,59,71,0.00,0.00,0,
2018-06-21,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,64,77,0.00,0.00,0,
2018-06-22,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,56,0.80,0.80,0,
2018-06-23,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.00,0.00,0,
2018-06-24,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.00,0.00,0,
2018-06-25,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,66,0.00,0.00,0,
2018-06-26,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,64,0.20,0.20,0,
2018-06-27,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,64,0.10,0.10,0,
2018-06-28,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,50,60,0.20,0.20,0,
2018-06-29,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.30,0.30,0,
2018-06-30,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,61,0.20,0.20,0,
2018-07-01,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,59,1.20,1.20,0,
2018-07-02,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,63,0.00,0.00,0,
2018-07-03,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,66,0.00,0.00,0,
2018-07-04,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,66,0.00,0.00,0,
2018-07-05,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,61,0.10,0.10,0,
2018-07-06,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,55,64,0.00,0.00,0,
2018-07-07,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,57,69,0.00,0.00,0,
2018-07-08,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,57,0.10,0.10,0,
2018-07-09,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,66,0.00,0.00,0,
2018-07-10,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,60,0.10,0.10,0,
2018-07-11,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,46,47,1.10,1.10,0,
2018-07-12,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,60,0.00,0.00,0,
2018-07-13,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,55,67,0.00,0.00,0,
2018-07-14,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,60,0.00,0.00,0,
2018-07-15,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,50,56,0.20,0.20,0,
2018-07-16,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,47,54,0.10,0.10,0,
2018-07-17,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,46,53,0.10,0.10,0,
2018-07-18,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,49,58,0.00,0.00,0,
2018-07-19,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,52,58,0.00,0.00,0,
2018-07-20,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,63,0.00,0.00,0,
2018-07-21,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,58,71,0.00,0.00,0,
2018-07-22,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,64,79,0.00,0.00,0,
2018-07-23,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,66,78,0.00,0.00,0,
2018-07-24,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,63,76,0.00,0.00,0,
2018-07-25,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,62,75,0.00,0.00,0,
2018-07-26,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,58,66,0.00,0.00,0,
2018-07-27,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,65,0.40,0.40,0,
2018-07-28,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,64,0.00,0.00,0,
2018-07-29,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,58,71,0.00,0.00,0,
2018-07-30,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,59,70,0.00,0.00,0,
2018-07-31,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,61,73,0.00,0.00,0,
2018-08-01,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,65,0.00,0.00,0,
2018-08-02,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,58,0.00,0.00,0,
2018-08-03,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,59,0.00,0.00,0,
2018-08-04,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,52,57,0.10,0.10,0,
2018-08-05,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,53,1.00,1.00,0,
2018-08-06,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,49,52,0.50,0.50,0,
2018-08-07,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,47,52,0.10,0.10,0,
2018-08-08,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,45,53,0.00,0.00,0,
2018-08-09,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,54,0.00,0.00,0,
2018-08-10,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,53,0.00,0.00,0,
2018-08-11,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,49,59,0.00,0.00,0,
2018-08-12,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.10,0.10,0,
2018-08-13,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,59,0.30,0.30,0,
2018-08-14,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,46,50,0.90,0.90,0,
2018-08-15,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,45,47,0.50,0.50,0,
2018-08-16,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,45,0.00,0.00,0,
2018-08-17,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,46,0.30,0.30,0,
2018-08-18,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,47,56,0.00,0.00,0,
2018-08-19,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,48,61,0.00,0.00,0,
2018-08-20,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,54,61,0.00,0.00,0,
2018-08-21,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,56,0.10,0.10,0,
2018-08-22,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,42,49,0.00,0.00,0,
2018-08-23,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,45,55,0.20,0.20,0,
2018-08-24,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,45,46,0.50,0.50,0,
2018-08-25,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,43,49,0.20,0.20,0,
2018-08-26,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,45,54,0.30,0.30,0,
2018-08-27,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,46,47,0.40,0.40,0,
2018-08-28,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,46,0.80,0.80,0,
2018-08-29,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,42,45,0.20,0.20,0,
2018-08-30,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,40,42,1.20,1.20,0,
2018-08-31,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,38,46,0.00,0.00,0,
