#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2017-06-01 to 2017-08-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOLITE 1264: Horsepasture Pass, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOTEL 1094: Monahan Flat, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOTEL 1089: Tokositna Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
#	SNOTEL 1055: Upper Tsaina River, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                      
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                     
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2017-06-01 to 2017-08-31
#
# As of: Sep 30, 2021 11:22:28 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Accumulation (in) Start of Day Values
2017-07-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,68,0.80,9.5
2017-07-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,59,0.00,10.3
2017-07-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,52,64,0.00,10.3
2017-07-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,68,0.20,10.3
2017-07-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,58,72,0.00,10.5
2017-07-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,67,0.00,10.5
2017-07-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,73,0.20,10.5
2017-07-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,66,0.00,10.7
2017-07-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,69,0.10,10.7
2017-07-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,67,0.00,10.8
2017-07-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,60,0.00,10.8
2017-07-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,61,0.00,10.8
2017-07-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,71,0.00,10.8
2017-07-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,68,0.00,10.8
2017-07-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,58,74,0.00,10.8
2017-07-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,59,73,0.00,10.8
2017-07-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,58,0.20,10.8
2017-07-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,57,0.10,11.0
2017-07-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,54,65,0.10,11.1
2017-07-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,69,0.00,11.2
2017-07-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,54,64,0.30,11.2
2017-07-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,54,70,0.00,11.5
2017-07-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,72,0.00,11.5
2017-07-31,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,54,60,0.00,11.5
2017-08-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,63,0.00,11.5
2017-08-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,54,0.20,11.5
2017-08-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,54,0.40,11.7
2017-08-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,52,60,0.10,12.1
2017-08-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,73,0.00,12.2
2017-08-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,58,76,0.00,12.2
2017-08-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,58,75,0.00,12.2
2017-08-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,68,0.00,12.2
2017-08-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,72,0.00,12.2
2017-08-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,59,0.00,12.2
2017-08-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,56,0.10,12.2
2017-08-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,58,0.40,12.3
2017-08-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,59,0.30,12.7
2017-08-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,48,54,0.00,13.0
2017-08-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,56,0.20,13.0
2017-08-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,45,48,0.50,13.2
2017-08-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,42,53,0.40,13.7
2017-08-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,43,52,0.20,14.1
2017-08-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,44,51,0.00,14.3
2017-08-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,54,0.00,14.3
2017-08-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,55,0.00,14.3
2017-08-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,56,0.10,14.3
2017-08-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,50,0.10,14.4
2017-08-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,48,54,0.10,14.5
2017-08-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,56,0.10,14.6
2017-08-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,56,0.10,14.7
2017-08-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,45,48,0.20,14.8
2017-08-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,55,0.00,15.0
2017-08-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,56,0.20,15.0
2017-08-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,53,0.20,15.2
2017-08-31,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,53,0.00,15.4
2017-06-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,64,0.00,37.5
2017-06-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,61,0.00,37.5
2017-06-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,59,0.00,37.5
2017-06-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,45,48,0.00,37.5
2017-06-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,45,54,0.10,37.5
2017-06-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,54,0.60,37.6
2017-06-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,50,0.40,38.2
2017-06-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,57,0.00,38.6
2017-06-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,65,0.00,38.6
2017-06-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,50,0.20,38.6
2017-06-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,48,0.40,38.8
2017-06-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,43,46,0.00,39.2
2017-06-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,48,0.10,39.2
2017-06-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,54,0.10,39.3
2017-06-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,58,0.00,39.4
2017-06-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,61,0.00,39.4
2017-06-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,54,0.00,39.4
2017-06-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,56,0.00,39.4
2017-06-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,55,0.00,39.4
2017-06-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,51,0.30,39.4
2017-06-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,50,0.00,39.7
2017-06-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,39.7
2017-06-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,50,0.00,39.7
2017-06-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,60,0.00,39.7
2017-06-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,65,0.00,39.7
2017-06-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,54,0.10,39.7
2017-06-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.20,39.8
2017-06-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,40.0
2017-06-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,51,0.10,40.0
2017-06-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,54,0.00,40.1
2017-07-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,56,0.00,40.1
2017-07-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,52,0.40,40.1
2017-07-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,50,0.10,40.5
2017-07-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,57,0.00,40.6
2017-07-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,65,0.00,40.6
2017-07-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,60,0.00,40.6
2017-07-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,58,0.00,40.6
2017-07-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,52,0.70,40.6
2017-07-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,58,0.00,41.3
2017-07-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,55,0.00,41.3
2017-07-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,60,0.00,41.3
2017-07-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,57,68,0.00,41.3
2017-07-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,59,67,0.00,41.3
2017-07-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,58,0.00,41.3
2017-07-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,62,0.00,41.3
2017-07-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,63,0.00,41.3
2017-07-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,57,0.10,41.3
2017-07-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,51,0.30,41.4
2017-07-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,54,0.00,41.7
2017-07-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,58,0.00,41.7
2017-07-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,57,66,0.00,41.7
2017-07-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,58,70,0.00,41.7
2017-07-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,58,65,0.00,41.7
2017-07-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,61,0.00,41.7
2017-07-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,56,0.10,41.7
2017-07-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,56,0.00,41.8
2017-07-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,59,0.00,41.8
2017-07-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,55,0.00,41.8
2017-07-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,60,0.00,41.8
2017-07-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,65,0.00,41.8
2017-07-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,62,0.00,41.8
2017-08-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,54,0.20,41.8
2017-08-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,53,0.10,42.0
2017-08-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,59,0.00,42.1
2017-08-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,65,0.00,42.1
2017-08-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,60,69,0.00,42.1
2017-08-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,61,70,0.00,42.1
2017-08-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,60,0.00,42.1
2017-08-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,62,0.00,42.1
2017-08-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,59,0.10,42.1
2017-08-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,60,0.50,42.2
2017-08-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,50,0.90,42.7
2017-08-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,51,0.60,43.6
2017-08-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,50,0.90,44.2
2017-08-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,45.1
2017-08-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,59,0.00,45.1
2017-08-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,48,0.30,45.1
2017-08-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,47,0.10,45.4
2017-08-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,45,47,0.50,45.5
2017-08-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,54,0.10,46.0
2017-08-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.50,46.1
2017-08-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,51,0.40,46.6
2017-08-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,60,0.00,47.0
2017-08-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,53,0.20,47.0
2017-08-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,49,0.80,47.2
2017-08-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,52,0.10,48.0
2017-08-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,51,0.10,48.1
2017-08-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,54,0.00,48.2
2017-08-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,51,0.10,48.2
2017-08-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,55,1.50,48.3
2017-08-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,52,0.80,49.8
2017-08-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.70,50.6
2017-06-01,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,57,71,0.00,14.2
2017-06-02,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,58,73,0.00,14.2
2017-06-03,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,68,0.00,14.2
2017-06-04,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,72,0.00,14.2
2017-06-05,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,48,54,0.00,14.2
2017-06-06,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,69,0.00,14.2
2017-06-07,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,60,67,0.00,14.2
2017-06-08,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,58,73,0.00,14.2
2017-06-09,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,61,72,0.00,14.2
2017-06-10,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,52,55,0.10,14.2
2017-06-11,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,60,0.00,14.3
2017-06-12,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,49,54,0.10,14.3
2017-06-13,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,49,59,0.00,14.4
2017-06-14,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,52,65,0.00,14.4
2017-06-15,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,69,0.00,14.4
2017-06-16,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,67,0.00,14.4
2017-06-17,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,61,0.20,14.4
2017-06-18,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,51,63,0.00,14.6
2017-06-19,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,57,73,0.00,14.6
2017-06-20,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,53,0.00,14.6
2017-06-21,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,65,74,0.20,14.6
2017-06-22,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,59,0.00,14.8
2017-06-23,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,61,0.10,14.8
2017-06-24,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,74,0.00,14.9
2017-06-25,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,72,0.00,14.9
2017-06-26,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,68,0.00,14.9
2017-06-27,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,51,59,0.30,14.9
2017-06-28,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,66,0.00,15.2
2017-06-29,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,62,0.00,15.2
2017-06-30,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,64,0.10,15.2
2017-07-01,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,60,76,0.00,15.3
2017-07-02,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,58,0.00,15.3
2017-07-03,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,57,0.10,15.3
2017-07-04,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,70,0.00,15.4
2017-07-05,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,63,78,0.00,15.4
2017-07-06,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,64,80,0.00,15.4
2017-07-07,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,69,0.10,15.4
2017-07-08,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,61,0.50,15.5
2017-07-09,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,64,0.40,16.0
2017-07-10,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,65,0.00,16.4
2017-07-11,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,71,0.00,16.4
2017-07-12,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,64,81,0.00,16.4
2017-07-13,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,63,83,0.00,16.4
2017-07-14,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,61,0.10,16.4
2017-07-15,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,65,0.00,16.5
2017-07-16,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,57,67,0.10,16.5
2017-07-17,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,60,0.00,16.6
2017-07-18,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,58,0.10,16.6
2017-07-19,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,64,0.00,16.7
2017-07-20,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,73,0.00,16.7
2017-07-21,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,70,0.00,16.7
2017-07-22,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,62,78,0.00,16.7
2017-07-23,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,62,77,0.00,16.7
2017-07-24,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,60,0.10,16.7
2017-07-25,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,52,56,0.00,16.8
2017-07-26,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,67,0.40,16.8
2017-07-27,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,58,70,0.00,17.2
2017-07-28,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,61,0.10,17.2
2017-07-29,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,60,74,0.00,17.3
2017-07-30,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,60,71,0.20,17.3
2017-07-31,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,56,62,0.00,17.5
2017-08-01,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,59,0.40,17.5
2017-08-02,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,51,53,1.40,17.9
2017-08-03,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,51,56,1.00,19.3
2017-08-04,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,54,65,0.10,20.3
2017-08-05,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,60,78,0.00,20.4
2017-08-06,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,62,78,0.00,20.4
2017-08-07,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,73,0.00,20.4
2017-08-08,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,71,0.10,20.4
2017-08-09,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,59,71,0.00,20.5
2017-08-10,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,55,66,0.20,20.5
2017-08-11,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,64,0.00,20.7
2017-08-12,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,60,0.60,20.7
2017-08-13,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,51,58,0.70,21.3
2017-08-14,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,54,0.10,22.0
2017-08-15,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,55,0.20,22.1
2017-08-16,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,47,50,0.80,22.3
2017-08-17,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,47,54,0.30,23.1
2017-08-18,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,44,47,1.30,23.4
2017-08-19,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,48,56,0.20,24.7
2017-08-20,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,47,52,0.60,24.9
2017-08-21,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,52,67,0.00,25.5
2017-08-22,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,53,65,0.00,25.5
2017-08-23,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,47,50,1.00,25.5
2017-08-24,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,49,54,0.90,26.5
2017-08-25,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,52,61,0.10,27.4
2017-08-26,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,58,0.30,27.5
2017-08-27,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,60,0.00,27.8
2017-08-28,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,50,63,0.00,27.8
2017-08-29,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,49,53,0.00,27.8
2017-08-30,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,48,55,0.40,27.8
2017-08-31,Tokositna Valley,SNTL,1089,62.63000,-150.77617,850,46,50,0.40,28.2
2017-06-01,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,52,61,0.00,8.5
2017-06-02,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,58,0.00,8.5
2017-06-03,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,53,62,0.00,8.5
2017-06-04,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,55,63,0.00,8.5
2017-06-05,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,64,0.00,8.5
2017-06-06,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,56,66,0.00,8.5
2017-06-07,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,58,62,0.00,8.5
2017-06-08,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,60,67,0.00,8.5
2017-06-09,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,67,75,0.00,8.5
2017-06-10,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,59,69,0.00,8.5
2017-06-11,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,57,0.00,8.5
2017-06-12,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,48,57,0.00,8.5
2017-06-13,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,44,55,0.00,8.5
2017-06-14,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,51,61,0.00,8.5
2017-06-15,Upper Nome Creek,SNTL,1090,65.36710,-146.59200,2520,52,64,0.00,8.5
