#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2017-12-01 to 2018-03-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOLITE 1264: Horsepasture Pass, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOTEL 1094: Monahan Flat, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOTEL 1089: Tokositna Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
#	SNOTEL 1055: Upper Tsaina River, AK
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment             Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches              N/A           PRCPSA        Snow adjusted total preciptation                                                                   
# Snow Depth                          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2017-12-01 to 2018-03-31
#
# As of: Sep 30, 2021 11:29:47 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Accumulation (in) Start of Day Values,Precipitation Increment - Snow-adj (in),Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2018-01-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,24,26,,,,22,
2018-01-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,27,30,,,,24,
2018-01-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,20,26,,,,27,
2018-01-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,18,23,,,,27,
2018-01-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,10,16,,,,27,
2018-01-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,12,,,,26,
2018-01-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,1,9,,,,25,
2018-01-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-4,13,,,,27,
2018-01-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-8,-2,,,,26,
2018-01-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-4,1,,,,25,
2018-01-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-13,-8,,,,26,
2018-01-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-4,14,,,,25,
2018-01-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-1,23,,,,26,
2018-01-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-4,13,,,,26,
2018-01-29,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-5,2,,,,26,
2018-01-30,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-8,1,,,,25,
2018-01-31,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-10,-1,,,,25,
2018-02-01,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-10,-1,,,,26,
2018-02-02,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-4,4,,,,25,
2018-02-03,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-8,2,,,,26,
2018-02-04,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,5,20,,,,25,
2018-02-05,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,17,,,,25,
2018-02-06,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,11,16,,,,26,
2018-02-07,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,6,14,,,,26,
2018-02-08,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,20,,,,26,
2018-02-09,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,23,,,,26,
2018-02-10,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,12,26,,,,26,
2018-02-11,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,18,22,,,,26,
2018-02-12,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,23,28,,,,27,
2018-02-13,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,19,27,,,,30,
2018-02-14,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,15,23,,,,29,
2018-02-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,13,20,,,,28,
2018-02-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,17,,,,28,
2018-02-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,19,30,,,,28,
2018-02-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,14,18,,,,26,
2018-02-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,16,24,,,,24,
2018-02-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,19,26,,,,27,
2018-02-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,17,30,,,,25,
2018-02-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,15,29,,,,26,
2018-02-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,16,,,,26,
2018-02-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,16,,,,26,
2018-02-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,1,10,,,,24,
2018-02-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,10,20,,,,26,
2018-02-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,0,8,,,,27,
2018-02-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-6,-1,,,,26,
2018-03-01,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,-5,8,,,,26,
2018-03-02,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,6,17,,,,26,
2018-03-03,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,10,19,,,,26,
2018-03-04,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,17,,,,26,
2018-03-05,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,15,,,,26,
2018-03-06,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,5,11,,,,26,
2018-03-07,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,5,15,,,,26,
2018-03-08,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,14,,,,26,
2018-03-09,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,14,24,,,,28,
2018-03-10,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,9,22,,,,28,
2018-03-11,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,10,19,,,,27,
2018-03-12,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,15,24,,,,27,
2018-03-13,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,19,24,,,,27,
2018-03-14,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,22,27,,,,27,
2018-03-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,18,30,,,,27,
2018-03-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,23,37,,,,29,
2018-03-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,23,37,,,,29,
2018-03-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,22,38,,,,29,
2018-03-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,21,29,,,,28,
2018-03-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,13,21,,,,30,
2018-03-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,8,15,,,,28,
2018-03-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,26,,,,28,
2018-03-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,16,29,,,,28,
2018-03-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,11,32,,,,28,
2018-03-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,5,24,,,,28,
2018-03-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,3,16,,,,28,
2018-03-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,7,22,,,,28,
2018-03-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,14,28,,,,28,
2018-03-29,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,17,32,,,,28,
2018-03-30,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,15,19,,,,28,
2018-03-31,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,14,24,,,,29,
2017-12-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,25,0.00,10.2,0.00,19,4.0
2017-12-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,29,1.00,10.2,1.00,19,4.0
2017-12-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,34,0.20,11.2,0.30,27,4.7
2017-12-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.50,11.4,0.50,27,5.0
2017-12-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.10,11.9,0.10,30,5.4
2017-12-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,31,0.00,12.0,0.00,31,5.5
2017-12-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,36,0.40,12.0,0.40,29,5.5
2017-12-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,35,0.10,12.4,0.10,29,5.8
2017-12-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,38,0.10,12.5,0.10,30,5.9
2017-12-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,36,38,0.30,12.6,0.30,29,5.9
2017-12-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,35,38,0.10,12.9,0.10,29,6.1
2017-12-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,39,0.10,13.0,0.10,28,6.1
2017-12-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,39,0.10,13.1,0.10,28,6.1
2017-12-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,30,0.10,13.2,0.10,26,6.2
2017-12-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,28,31,0.30,13.3,0.30,29,6.3
2017-12-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,28,0.10,13.6,0.10,30,6.6
2017-12-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,25,0.00,13.7,0.00,31,6.7
2017-12-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,25,0.00,13.7,0.00,31,6.7
2017-12-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,26,0.80,13.7,0.80,30,6.7
2017-12-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,25,0.00,14.5,0.00,36,7.3
2017-12-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,30,0.00,14.5,0.00,35,7.3
2017-12-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,37,0.00,14.5,0.00,34,7.3
2017-12-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,36,0.00,14.5,0.00,34,7.3
2017-12-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.00,14.5,0.00,33,7.3
2017-12-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,30,0.00,14.5,0.00,33,7.3
2017-12-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,24,0.00,14.5,0.00,33,7.3
2017-12-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,23,0.00,14.5,0.00,32,7.3
2017-12-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,14,22,0.00,14.5,0.00,32,7.3
2017-12-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,22,0.00,14.5,0.00,32,7.3
2017-12-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,26,0.00,14.5,0.00,32,7.3
2017-12-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,30,0.00,14.5,0.00,32,7.3
2018-01-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.30,14.5,0.30,32,7.3
2018-01-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,37,0.00,14.8,0.10,33,7.6
2018-01-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,28,29,0.40,14.8,0.40,33,7.7
2018-01-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,23,0.00,15.2,0.00,37,8.1
2018-01-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,29,0.00,15.2,0.00,36,8.1
2018-01-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,29,0.00,15.2,0.00,36,8.1
2018-01-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.00,15.2,0.00,36,8.1
2018-01-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,23,0.00,15.2,0.00,35,8.1
2018-01-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,14,22,0.00,15.2,0.00,35,8.1
2018-01-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,21,0.00,15.2,0.00,35,8.1
2018-01-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,29,0.00,15.2,0.00,36,8.1
2018-01-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.10,15.2,0.10,35,8.1
2018-01-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,38,0.40,15.3,0.50,35,8.2
2018-01-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,35,0.00,15.7,0.00,39,8.7
2018-01-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.00,15.7,0.00,38,8.7
2018-01-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,35,39,0.30,15.7,0.30,37,8.7
2018-01-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,37,0.00,16.0,0.00,37,9.0
2018-01-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.00,16.0,0.00,36,9.0
2018-01-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,26,0.00,16.0,0.00,36,9.0
2018-01-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,11,19,0.00,16.0,0.00,36,9.0
2018-01-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,8,21,0.00,16.0,0.00,36,9.0
2018-01-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,28,0.10,16.0,0.10,35,9.0
2018-01-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,10,24,0.10,16.1,0.30,36,9.1
2018-01-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,1,5,0.00,16.2,0.00,39,9.4
2018-01-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,-4,20,0.30,16.2,0.30,39,9.4
2018-01-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,23,0.00,16.5,0.00,41,9.6
2018-01-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,23,0.00,16.5,0.00,40,9.6
2018-01-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,11,17,0.00,16.5,0.00,40,9.6
2018-01-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,8,15,0.00,16.5,0.00,40,9.6
2018-01-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,4,10,0.00,16.5,0.00,40,9.6
2018-01-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,9,15,0.00,16.5,0.00,39,9.6
2018-02-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,7,14,0.00,16.5,0.00,39,9.6
2018-02-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,10,20,0.00,16.5,0.00,39,9.6
2018-02-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,12,16,0.00,16.5,0.00,38,9.6
2018-02-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,12,18,0.00,16.5,0.00,38,9.6
2018-02-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,30,0.20,16.5,0.20,38,9.6
2018-02-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.10,16.7,0.10,39,9.7
2018-02-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,22,0.00,16.8,0.00,40,9.8
2018-02-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,27,0.00,16.8,0.00,40,9.8
2018-02-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,31,0.00,16.8,0.00,39,9.8
2018-02-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,31,0.20,16.8,0.20,40,9.8
2018-02-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,29,0.30,17.0,0.30,42,10.0
2018-02-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,29,1.20,17.3,1.20,45,10.3
2018-02-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,29,0.00,18.5,0.00,53,11.1
2018-02-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,33,0.10,18.5,0.10,51,11.1
2018-02-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,24,0.00,18.6,0.00,52,11.2
2018-02-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,21,25,0.10,18.6,0.10,51,11.2
2018-02-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,29,0.00,18.7,0.00,51,11.3
2018-02-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,29,34,0.10,18.7,0.10,50,11.3
2018-02-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,21,28,0.00,18.8,0.00,50,11.4
2018-02-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.00,18.8,0.00,49,11.4
2018-02-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,38,0.00,18.8,0.00,49,11.4
2018-02-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,33,0.40,18.8,0.40,48,11.4
2018-02-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,21,0.00,19.2,0.00,51,11.8
2018-02-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,15,18,0.40,19.2,0.60,50,11.8
2018-02-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,14,19,0.00,19.6,0.00,56,12.4
2018-02-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,24,1.70,19.6,1.70,54,12.4
2018-02-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,7,12,0.00,21.3,0.00,65,13.5
2018-02-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,5,13,0.00,21.3,0.00,61,13.5
2018-03-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,8,15,0.00,21.3,0.00,59,13.5
2018-03-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,28,0.00,21.3,0.00,57,13.5
2018-03-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,26,0.00,21.3,0.00,57,13.5
2018-03-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,15,20,0.00,21.3,0.00,57,13.5
2018-03-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,25,0.00,21.3,0.00,56,13.5
2018-03-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,24,0.30,21.3,0.30,56,13.5
2018-03-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,22,0.00,21.6,0.00,59,13.8
2018-03-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,25,0.40,21.6,0.40,58,13.8
2018-03-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,27,0.40,22.0,0.40,60,14.0
2018-03-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,29,0.00,22.4,0.00,63,14.4
2018-03-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,21,26,0.20,22.4,0.20,61,14.4
2018-03-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,32,0.00,22.6,0.00,63,14.6
2018-03-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,29,39,0.20,22.6,0.20,61,14.6
2018-03-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,30,0.20,22.8,0.20,63,14.8
2018-03-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,32,0.30,23.0,0.30,63,15.0
2018-03-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,29,32,0.20,23.3,0.20,65,15.2
2018-03-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,29,36,0.00,23.5,0.00,65,15.2
2018-03-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.40,23.5,0.40,64,15.2
2018-03-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,29,1.20,23.9,1.20,65,15.3
2018-03-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,27,0.00,25.1,0.00,72,16.0
2018-03-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,23,0.00,25.1,0.00,70,16.0
2018-03-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,24,0.00,25.1,0.00,68,16.0
2018-03-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,34,0.00,25.1,0.00,68,16.0
2018-03-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,21,32,0.00,25.1,0.00,67,16.0
2018-03-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,33,0.00,25.1,0.00,66,16.0
2018-03-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,33,0.00,25.1,0.00,66,16.0
2018-03-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,33,0.00,25.1,0.00,65,16.0
2018-03-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,33,0.20,25.1,0.20,65,16.0
2018-03-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,31,0.00,25.3,0.00,64,16.0
2018-03-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,30,0.00,25.3,0.00,65,16.0
2018-03-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,31,0.00,25.3,0.00,65,16.0
2017-12-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-1,11,0.10,3.5,0.10,14,
2017-12-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,17,25,0.20,3.6,0.20,13,
2017-12-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,31,36,0.20,3.8,0.20,17,
2017-12-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,33,37,0.00,4.0,0.00,21,
2017-12-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,27,32,0.10,4.0,0.10,20,
2017-12-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,21,29,0.10,4.1,0.10,19,
2017-12-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,20,38,0.00,4.2,0.00,20,
2017-12-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,34,37,0.00,4.2,0.00,20,
2017-12-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,21,29,0.10,4.2,0.10,19,
2017-12-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,31,36,0.10,4.3,0.10,18,
2017-12-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,34,41,0.00,4.4,0.00,18,
2017-12-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,29,35,0.00,4.4,0.00,18,
2017-12-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,34,40,0.00,4.4,0.00,18,
2017-12-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,19,25,0.30,4.4,0.30,18,
2017-12-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,26,32,0.10,4.7,0.10,21,
2017-12-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,21,32,0.00,4.8,0.00,22,
2017-12-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,15,19,0.00,4.8,0.00,21,
2017-12-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-2,10,0.00,4.8,0.00,20,
2017-12-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,16,21,0.30,4.8,0.30,20,
2017-12-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,12,18,0.00,5.1,0.00,24,
2017-12-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-7,5,0.00,5.1,0.00,23,
2017-12-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-8,1,0.00,5.1,0.00,23,
2017-12-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-11,-1,0.00,5.1,0.00,22,
2017-12-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-7,0,0.00,5.1,0.00,21,
2017-12-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,1,9,0.00,5.1,0.00,20,
2017-12-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,6,14,0.00,5.1,0.00,20,
2017-12-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-8,-4,0.00,5.1,0.00,21,
2017-12-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-17,-5,0.00,5.1,0.00,20,
2017-12-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-24,-8,0.00,5.1,0.00,20,
2017-12-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,0,6,0.00,5.1,0.00,20,
