"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"COOP","1971","AK","Glen Alps","","1971-January","2020-October","  61.10","-149.68","   2260","Anchorage","South Fork Little Campbell Creek (190204010602)","COOP:3299"
"COOP","1971","AK","Sourdough 1 N","","1971-January","2020-October","  62.53","-145.52","   1960","Valdez-cordova","Sourdough Creek (190201020603)","COOP:8625"
"COOP","1971","AK","Whites Crossing","","1971-January","2020-October","  61.70","-150.00","    270","Matanuska-susitna","Lake Creek (190205051205)","COOP:9790"
"COOP","1963","AK","Chandalar Lake","","1963-August","2020-October","  67.52","-148.50","   1900","Yukon-koyukuk","Chandalar Lake (190802011104)","COOP:1492"
"COOP","1959","AK","Cooper Lake Project","","1958-December","2020-October","  60.38","-149.67","    440","Kenai Peninsula","Kenai Lake (190203021205)","COOP:2144"
"COOP","1957","AK","Slana","","1957-January","2020-October","  62.70","-143.98","   2200","Valdez-cordova","Cobb Lakes-Copper River (190201010805)","COOP:8547"
"COOP","1949","AK","Elmendorf AFB","","1949-January","2020-October","  61.25","-149.80","    190","Anchorage","Outlet Ship Creek (190204010404)","COOP:2820"
"COOP","1949","AK","Palmer Aaes","","1948-December","2100-January","  61.60","-149.10","    220","Matanuska-susitna","Outlet Matanuska River (190204020709)","COOP:6870"
"COOP","1947","AK","Eielson Field","","1946-October","2020-October","  64.67","-147.10","    550","Fairbanks North Star","Garrison Slough-Moose Creek (190803071007)","COOP:2707"
"COOP","1945","AK","Minchumina","","1945-January","2100-January","  63.88","-152.28","    700","Yukon-koyukuk","Lake Minchumina (190803100511)","COOP:5881"
"COOP","1945","AK","Wasilla 3 S","","1944-November","2020-October","  61.53","-149.43","     50","Matanuska-susitna","Knik Arm-Frontal Cook Inlet (190204010808)","COOP:9759"
"COOP","1943","AK","Northway FAA Airport","","1942-October","2100-January","  62.97","-141.93","   1710","Southeast Fairbanks","Outlet Chisana River (190803011609)","COOP:6586"
"COOP","1941","AK","Annette WB Airport","","1941-January","2020-October","  55.03","-131.57","    110","Prince Of Wales-hyder","Tamgas Harbor-Frontal Felice Strait (190101020902)","COOP:0352"
"COOP","1939","AK","Mc Grath WB Airport","","1939-January","2100-January","  62.97","-155.62","    340","Yukon-koyukuk","Outlet Takotna River (190304030906)","COOP:5769"
"COOP","1937","AK","Big Delta FAA/AMOS AP","","1937-January","2100-January","  64.00","-145.73","   1270","Southeast Fairbanks","Lower Jarvis Creek (190803040606)","COOP:0770"
"COOP","1936","AK","Juneau AP","","1936-September","2100-January","  58.37","-134.58","     10","Juneau","Salmon Creek-Frontal Gastineau Channel (190103010606)","COOP:4100"
"COOP","1932","AK","Homer WSO Airport","","1932-January","2100-January","  59.63","-151.50","     90","Kenai Peninsula","Diamond Creek-Frontal Cook Inlet (190203010807)","COOP:3665"
"COOP","1931","AK","Kodiak WSO Airport","","1931-January","2100-January","  57.75","-152.50","     20","Kodiak Island","Chiniak Bay (190207011506)","COOP:4988"
"COOP","1930","AK","Fairbanks WSO Airport","","1929-December","2100-January","  64.82","-147.87","    440","Fairbanks North Star","City of Fairbanks-Tanana River (190803071306)","COOP:2968"
"COOP","1923","AK","Bethel WSO Airport","","1923-August","2100-January","  60.78","-161.80","    130","Bethel","Browns Slough (190305023201)","COOP:0754"
"COOP","1918","AK","Talkeetna Wscmo AP","","1918-July","2100-January","  62.30","-150.10","    340","Matanuska-susitna","Twister Creek-Susitna River (190205050305)","COOP:8976"
"COOP","1917","AK","King Salmon WSO AP","","1917-July","2100-January","  58.68","-156.65","     50","Bristol Bay","Eskimo Creek (190302041501)","COOP:4766"
"COOP","1917","AK","Matanuska Aes","","1917-January","2100-January","  61.57","-149.27","    150","Matanuska-susitna","Rabbit Slough-Palmer Slough (190204010801)","COOP:5733"
"COOP","1917","AK","Yakutat WB Airport","","1917-May","2100-January","  59.52","-139.67","     30","Yakutat","Tawah Creek (190104051701)","COOP:9941"
"COOP","1910","AK","Ketchikan","","1910-September","2100-January","  55.37","-131.72","     80","Ketchikan Gateway","Tongass Narrows-Frontal Clarence Strait (190101020403)","COOP:4590"
"COOP","1909","AK","Gulkana FAA/AMOS","","1909-March","2100-January","  62.15","-145.45","   1570","Valdez-cordova","Dry Creek-Copper River (190201022206)","COOP:3465"
"COOP","1908","AK","Seward","","1908-February","2020-October","  60.12","-149.45","     40","Kenai Peninsula","Spruce Creek-Frontal Resurrection Bay (190202020511)","COOP:8371"
"COOP","1903","AK","Tanana FAA Airport","","1902-October","2100-January","  65.17","-152.10","    230","Yukon-koyukuk","Corbusier Slough-Yukon River (190902040105)","COOP:9014"
"COOP","1899","AK","Fort Yukon","","1899-January","2002-February","  66.57","-145.27","    440","Yukon-koyukuk","Seventeen Mile Slough-Yukon River (190705062100)","COOP:3175"
"COOP","1899","AK","Kenai FAA Airport","","1899-May","2100-January","  60.57","-151.25","     90","Kenai Peninsula","Beaver Creek (190203021806)","COOP:4546"
"USGS","2004","AK","Stevens Village Local","","2004-January","2100-January","  65.87","-149.72","    230","Yukon-koyukuk","Smoothface Mountain-Yukon River (190804040504)","USGS:15356001"
"USGS","1987","AK","Porcupine R nr Intl Boundary","","1987-January","2100-January","  67.42","-140.89","    891","Unknown","19080108 (190801080000)","USGS:15388960"
"USGS","1964","AK","Kadashan R nr Tenakee, AK","","1964-January","1979-October","  57.68","-135.20","      3","Sitka","Kadashan Bay-Frontal Tenakee Inlet (190102110310)","USGS:15107000"
"USGS","1958","AK","Bradley R nr Homer AK","","1957-October","1990-October","  59.76","-150.85","   1054","Kenai Peninsula","Bradley River (190203011102)","USGS:15239000"
"USGS","1951","AK","Nenana R nr Healy AK","","1950-October","1979-October","  63.83","-148.93","   1270","Yukon-koyukuk","Nenana River Gorge-Nenana River (190803080710)","USGS:15518000"
"MSNT","1981","AK","Anchor River Divide","","1980-October","1993-October","  59.87","-151.32","   1600","Kenai Peninsula","Headwaters Anchor River (190203010701)","MSNT:201"
